,Income,Complain,Response,Age,FamilySize,MntWines_transformed,MntFruits_transformed,MntMeatProducts_transformed,MntFishProducts_transformed,MntSweetProducts_transformed,MntGoldProds_transformed,NumDealsPurchases_transformed,NumWebPurchases_transformed,NumCatalogPurchases_transformed,NumStorePurchases_transformed,NumWebVisitsMonth_transformed,Total_Purchases_transformed,Total_Num_Purchases,Purchases_Ratio_transformed,Customer_Since_Days,Education_Ordinal,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,campaign,clusters
19,33812.0,0,0,40.0,2,2.0,2.8903717578961645,2.995732273553991,3.4339872044851463,3.2188758248682006,4.581260587876599,0.8507320179995681,1.4142135623730951,0.6931471805599453,1.3862943611198906,6,7.770327383027912,8,2.946138888749734,4751,2,0,1,0,0,0,0
20,37040.0,0,0,43.0,2,9.273618495495704,1.0986122886681096,4.304065093204169,4.248495242049359,3.6635616461296463,4.89331211613905,0.5882451831640778,2.0,1.0986122886681096,1.791759469228055,8,9.970767166215367,12,3.490355446235511,4838,3,1,0,0,0,0,1
21,2447.0,0,0,46.0,3,1.0,0.6931471805599453,7.453561871643373,0.6931471805599453,0.6931471805599453,0.7211439965304158,1.5208957066835742,0.0,3.367295829986474,0.0,1,15.418654459766662,43,4.038727675121774,4687,3,1,0,0,0,0,0
22,58607.0,0,0,76.0,3,29.444863728670914,0.0,4.465908118654584,0.0,0.0,3.5680536426006797,1.0079085503151255,1.4142135623730951,1.3862943611198906,2.302585092994046,8,13.384932247482443,17,4.411141300434505,4701,5,1,0,0,0,1,1
23,65324.0,0,0,71.0,3,19.595917942265423,0.0,4.634728988229636,3.091042453358316,3.4965075614664802,1.9869675793853157,1.0079085503151255,2.449489742783178,1.0986122886681096,2.302585092994046,4,11.536507263802617,20,3.5617290869090197,4317,5,1,0,0,0,0,1
24,40689.0,0,0,74.0,3,16.431676725154983,1.3862943611198906,3.332204510175204,3.6888794541139363,1.9459101490553132,6.049033078735693,1.3073029980201587,2.6457513110645907,0.6931471805599453,1.791759469228055,8,10.933245413880327,20,3.3352550304420387,4616,3,0,0,1,0,0,1
25,18589.0,0,0,56.0,1,2.449489742783178,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,3.076934130472533,0.8507320179995681,1.4142135623730951,0.6931471805599453,1.3862943611198906,7,6.492852641291841,8,2.355507722611813,4691,3,0,1,0,0,0,0
26,53359.0,0,0,49.0,4,13.152946437965905,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,4.655627648395383,1.1155245851841542,2.23606797749979,0.6931471805599453,1.6094379124341003,7,9.413770023927947,14,3.1051483078286632,4546,3,1,0,0,0,0,1
27,51252.76518218624,0,0,39.0,2,2.23606797749979,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.575949103146316,8.390616666221279,0.0,5.196152422706632,0.0,0.0,1,12.020462017680371,27,3.416480763504599,4642,3,0,1,0,0,0,0
28,38360.0,0,0,36.0,3,6.0,1.0986122886681096,3.7612001156935624,3.044522437723423,3.091042453358316,2.755958452311349,0.8507320179995681,1.4142135623730951,0.6931471805599453,1.6094379124341003,3,7.734782104300551,9,2.818425178071892,4542,3,1,0,0,0,0,0
29,84618.0,0,0,60.0,2,26.153393661244042,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,0.5882451831640778,2.449489742783178,2.302585092994046,2.3978952727983707,2,15.29251704040565,26,4.574297588816635,4367,5,1,0,0,0,1,2
30,10979.0,0,0,36.0,1,2.8284271247461903,1.6094379124341003,2.3978952727983707,1.0986122886681096,1.0986122886681096,1.7658223073046104,0.8507320179995681,1.7320508075688772,0.0,1.3862943611198906,5,4.71575224343384,8,1.5182412740988411,4186,4,0,0,0,0,0,0
31,38620.0,0,0,62.0,2,10.583005244258363,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,5.8723895174726595,0.5882451831640778,1.4142135623730951,1.791759469228055,1.3862943611198906,3,9.98809702086974,11,3.5873016714061485,4562,4,0,0,1,0,0,1
32,40548.0,0,0,55.0,3,10.488088481701515,0.0,1.791759469228055,1.0986122886681096,0.0,1.5013172182894283,0.8507320179995681,1.4142135623730951,0.6931471805599453,1.6094379124341003,5,7.530947684524499,9,2.7265766058995946,4775,3,0,0,1,0,1,0
33,46610.0,0,1,73.0,3,9.797958971132712,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,4.726919077388478,1.2572056880282088,2.0,0.6931471805599453,1.9459101490553132,6,9.846868585674066,17,3.0824556096716313,4756,5,0,0,0,0,1,1
34,68657.0,0,0,79.0,2,21.95449840010015,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.765984937523256,0.5882451831640778,1.7320508075688772,1.791759469228055,2.302585092994046,7,14.092767123465874,18,4.593881715514415,4642,4,1,0,0,0,0,2
35,49389.0,0,0,74.0,3,6.324555320336759,0.0,2.995732273553991,1.0986122886681096,0.6931471805599453,1.5013172182894283,0.5882451831640778,1.4142135623730951,0.0,1.3862943611198906,7,6.194363110023137,6,2.463715748221456,4452,4,0,1,0,0,0,0
36,67353.0,0,0,55.0,3,26.49528259898354,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,4.422065820686076,1.1951707873764992,2.23606797749979,1.9459101490553132,2.5649493574615367,2,13.17624769192711,28,3.782771575157506,4328,5,1,0,0,0,0,1
37,23718.0,0,0,49.0,3,2.449489742783178,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,4.463281381508256,1.0079085503151255,1.7320508075688772,0.6931471805599453,1.0986122886681096,7,6.656716965771365,9,2.3273934843333146,4448,2,1,0,0,0,0,0
38,42429.0,0,0,52.0,2,7.416198487095663,0.0,1.9459101490553132,1.0986122886681096,0.0,1.7658223073046104,0.8507320179995681,1.0,0.6931471805599453,1.3862943611198906,5,6.256908634060786,7,2.3604575441142024,4286,3,0,0,0,1,0,3
39,48948.0,0,1,82.0,1,20.904544960366874,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,4.691640835735929,0.8507320179995681,2.6457513110645907,2.3978952727983707,1.791759469228055,6,13.136118751508235,24,3.9392483138351757,4661,5,0,0,0,0,2,4
40,80011.0,0,0,45.0,3,20.518284528683193,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,6.098970927591103,0.8507320179995681,2.8284271247461903,1.9459101490553132,1.791759469228055,4,14.635113980631784,21,4.602636690762244,4574,3,1,0,0,0,0,2
41,20559.0,0,0,40.0,3,3.605551275463989,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.3453515011487256,0.8507320179995681,1.4142135623730951,0.0,1.3862943611198906,8,5.782351564267297,7,2.1319522158664843,4622,4,1,0,0,0,0,0
42,21994.0,0,0,68.0,3,3.0,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.5013172182894283,0.5882451831640778,0.0,0.0,1.3862943611198906,5,4.183740463729824,4,1.7552922688588775,4700,3,0,0,1,0,0,0
43,53134.67010309279,0,0,66.0,1,9.0,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681096,4.581260587876599,0.5882451831640778,1.0,1.3862943611198906,1.6094379124341003,2,8.582702370303005,9,3.1944826030032867,4384,5,0,1,0,0,0,0
44,7500.0,0,0,50.0,3,1.7320508075688772,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681096,2.9773630303890175,1.0079085503151255,1.4142135623730951,0.0,1.3862943611198906,5,4.773999851396366,8,1.5453885510387158,4418,4,1,0,0,0,0,0
45,79941.0,0,0,49.0,1,11.090536506409418,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,7.0235075803630735,0.5882451831640778,1.4142135623730951,1.6094379124341003,2.302585092994046,1,13.426094401613238,16,4.493675491423972,4149,3,0,1,0,0,0,2
46,7500.0,0,1,29.0,2,1.7320508075688772,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,4.955678937316531,1.0079085503151255,1.7320508075688772,0.6931471805599453,1.3862943611198906,9,7.569113968199107,10,2.6448964220241242,4745,2,1,0,0,0,1,0
47,41728.0,0,0,57.0,3,3.605551275463989,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,3.076934130472533,0.5882451831640778,1.4142135623730951,0.0,1.0986122886681096,10,5.855945637505576,5,2.450724747010404,4549,3,0,0,1,0,0,0
48,51252.76518218624,0,0,74.0,4,6.928203230275509,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.3453515011487256,1.0079085503151255,1.4142135623730951,0.6931471805599453,1.6094379124341003,6,7.606772207019495,10,2.6616902223851593,4327,3,0,1,0,0,0,0
49,72550.0,0,0,71.0,4,28.74021572639983,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,4.54283261840023,1.3840779701663972,2.23606797749979,1.0986122886681096,2.5649493574615367,8,14.436003696654268,28,4.20868313738656,4746,5,1,0,0,0,0,1
50,65486.0,0,0,68.0,2,15.652475842498529,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,3.170388484650251,0.5882451831640778,2.0,1.0986122886681096,2.3978952727983707,2,11.32484326441414,17,3.656194950204629,4196,3,0,0,0,1,0,3
51,79143.0,0,0,61.0,2,25.495097567963924,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,4.292023538211421,0.5882451831640778,2.449489742783178,2.302585092994046,2.639057329615259,3,15.338597774940274,29,4.46349483195946,4835,4,1,0,0,0,0,2
52,35790.0,0,0,48.0,2,3.4641016151377544,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.5013172182894283,0.8507320179995681,1.4142135623730951,0.0,1.3862943611198906,7,6.406885617953325,7,2.4322917126291497,4691,3,0,1,0,0,0,0
53,82582.0,0,1,48.0,1,22.58317958127243,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,7.616929070189256,0.5882451831640778,2.0,2.302585092994046,2.0794415416798357,1,15.16952980554466,21,4.780391148732769,4170,3,0,0,0,0,3,4
54,66373.0,0,0,47.0,4,18.110770276274835,2.302585092994046,4.8283137373023015,2.5649493574615367,3.2188758248682006,6.21065669721041,1.3073029980201587,2.0,1.0986122886681096,2.3978952727983707,3,11.86600963865362,23,3.532969002274101,4530,3,1,0,0,0,0,1
55,82384.0,0,1,70.0,2,31.368774282716245,3.9512437185814275,6.07073772800249,5.198497031265826,4.795790545596741,7.181524909928204,0.5882451831640778,1.7320508075688772,2.3978952727983707,2.639057329615259,1,15.881084690921861,27,4.7196411422965285,4735,4,0,0,1,0,2,4
56,70287.0,0,1,59.0,1,17.175564037317667,3.58351893845611,6.180016653652572,4.804021044733257,4.795790545596741,4.618846147019678,0.5882451831640778,2.23606797749979,1.791759469228055,2.3978952727983707,3,13.782199168909736,21,4.312551195998207,4601,3,0,0,0,0,1,4
57,27938.0,0,0,37.0,2,3.605551275463989,0.0,2.1972245773362196,1.0986122886681096,0.6931471805599453,1.9869675793853157,0.5882451831640778,1.0,0.0,1.6094379124341003,3,4.6559350443216445,6,1.7025229123348846,4210,3,0,1,0,0,0,0
58,51252.76518218624,0,0,43.0,2,3.3166247903554,1.3862943611198906,3.1354942159291497,1.0986122886681096,1.0986122886681096,2.1775470687748153,0.8507320179995681,1.4142135623730951,0.0,1.3862943611198906,6,5.505689976980467,7,1.9981888028073107,4525,3,0,1,0,0,0,0
59,55954.0,0,0,57.0,3,21.142374511865974,0.0,3.367295829986474,0.0,0.0,4.726919077388478,1.0079085503151255,2.8284271247461903,1.0986122886681096,1.9459101490553132,7,11.38906233128963,19,3.561522340729444,4266,5,1,0,0,0,0,1
60,75777.0,0,1,43.0,1,26.68332812825267,3.295836866004329,6.289715570908998,4.248495242049359,2.639057329615259,5.697845884600377,0.5882451831640778,1.7320508075688772,1.9459101490553132,2.4849066497880004,1,14.74384188290676,21,4.6390475258381425,4508,4,0,1,0,0,3,4
61,66653.0,0,0,50.0,4,21.2602916254693,2.9444389791664403,4.634728988229636,2.833213344056216,2.9444389791664403,2.1775470687748153,1.1155245851841542,2.0,1.0986122886681096,2.5649493574615367,3,11.896403031978503,22,3.5919144290470286,4808,3,0,0,1,0,0,1
62,61823.0,0,0,73.0,2,22.869193252058544,2.0794415416798357,4.90527477843843,3.6375861597263857,2.70805020110221,6.971496267359739,1.1155245851841542,2.8284271247461903,1.0986122886681096,2.3978952727983707,7,13.069575680477561,24,3.9160068269022736,4644,3,0,1,0,0,0,1
63,67680.0,0,0,74.0,2,23.366642891095847,0.0,3.8918202981106265,0.0,1.9459101490553132,2.1775470687748153,0.5882451831640778,2.6457513110645907,1.3862943611198906,2.1972245773362196,5,11.86600963865362,19,3.7390996933647465,4531,5,0,0,0,1,0,3
64,70666.0,0,0,77.0,2,19.949937343260004,3.713572066704308,5.908082938168931,4.787491742782046,4.812184355372417,4.19937394532536,0.5882451831640778,2.6457513110645907,1.6094379124341003,1.6094379124341003,4,13.728642928603438,16,4.60046222417744,4353,3,0,0,1,0,0,2
65,25721.0,0,1,54.0,3,1.0,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.9459101490553132,3.2584741907940002,0.5882451831640778,1.0,0.6931471805599453,1.0986122886681096,7,4.940172183000241,5,1.9845993114908211,4552,3,1,0,0,0,1,0
66,32474.0,0,0,58.0,4,3.1622776601683795,0.0,0.6931471805599453,0.0,0.0,0.0,0.5882451831640778,1.0,0.0,1.0986122886681096,7,3.1165853963081265,4,1.1956531796256256,4197,3,0,0,1,0,0,0
67,88194.0,0,1,46.0,2,26.229754097208,2.70805020110221,5.736572297479192,5.308267697401205,3.2188758248682006,4.54283261840023,0.5882451831640778,3.3166247903554,2.3978952727983707,2.3978952727983707,5,14.313612291538965,32,4.017521095169604,4250,2,0,1,0,0,3,4
68,69096.0,0,0,67.0,3,15.716233645501712,3.912023005428146,5.075173815233827,2.0794415416798357,4.418840607796598,6.21065669721041,0.5882451831640778,2.23606797749979,1.0986122886681096,2.3978952727983707,4,12.097772755388531,18,3.883270512312393,4423,3,0,0,1,0,0,2
69,74854.0,0,0,55.0,5,29.257477676655586,4.0943445622221,6.1903154058531475,4.07753744390572,3.4011973816621555,5.549767172736039,1.3073029980201587,1.4142135623730951,1.791759469228055,1.791759469228055,5,15.043047643345593,19,4.85391962734309,4595,3,0,0,1,0,0,1
70,66991.0,0,0,71.0,2,22.271057451320086,3.6109179126442243,6.133398042996649,5.247024072160486,4.110873864173311,2.9773630303890175,1.0079085503151255,2.0,2.1972245773362196,1.9459101490553132,3,14.255274109976522,21,4.474433510008973,4804,4,1,0,0,0,0,2
71,46201.1,0,0,52.0,3,5.0,1.3862943611198906,3.784189633918261,2.8903717578961645,1.6094379124341003,3.4209038206936118,1.0079085503151255,1.7320508075688772,0.0,1.3862943611198906,8,7.3112237317664714,9,2.627001950595664,4801,2,1,0,0,0,0,0
72,65031.0,0,0,66.0,3,16.06237840420901,4.68213122712422,5.676753802268282,4.442651256490317,3.6375861597263857,5.815999181399177,1.1155245851841542,3.1622776601683795,1.3862943611198906,2.639057329615259,7,12.990517425868207,30,3.6429402310607637,4617,3,1,0,0,0,0,2
73,60631.0,0,0,50.0,4,23.769728648009426,1.9459101490553132,4.189654742026425,0.0,1.9459101490553132,3.5680536426006797,1.1951707873764992,3.0,1.0986122886681096,2.1972245773362196,7,12.135845120692435,24,3.5847479823313835,4598,5,1,0,0,0,1,1
74,28332.0,0,0,73.0,2,3.7416573867739413,2.3978952727983707,2.639057329615259,1.6094379124341003,2.772588722239781,2.631507648133894,0.5882451831640778,1.4142135623730951,0.6931471805599453,1.6094379124341003,2,6.194363110023137,8,2.2150920397825398,4208,3,1,0,0,0,0,0
75,40246.0,0,0,48.0,2,1.4142135623730951,0.6931471805599453,1.9459101490553132,1.0986122886681096,0.6931471805599453,0.7211439965304158,0.5882451831640778,1.0,0.0,1.0986122886681096,6,3.3585105038050727,4,1.3204257857219146,4705,3,0,0,0,0,0,0
76,75251.0,0,1,53.0,2,26.851443164195103,4.718498871295094,6.8308742346461795,4.584967478670572,2.9444389791664403,3.4961959764758483,0.5882451831640778,2.6457513110645907,1.9459101490553132,1.791759469228055,5,15.749404694319677,19,5.086506835320555,4819,4,1,0,0,0,1,4
77,75825.0,0,1,49.0,1,32.12475680841802,4.663439094112067,6.659293919683638,4.927253685157205,4.663439094112067,4.98605325194812,0.0,2.23606797749979,2.1972245773362196,2.302585092994046,4,16.34529405875339,22,5.106394231568286,4773,3,0,1,0,0,2,4
78,26326.0,1,0,49.0,2,1.0,0.0,1.791759469228055,0.0,1.3862943611198906,2.631507648133894,0.5882451831640778,0.0,0.0,1.3862943611198906,3,3.857590651251288,4,1.5823278271807129,4446,2,0,0,1,0,0,0
79,56046.0,0,1,60.0,2,24.020824298928627,0.0,4.174387269895637,0.0,0.0,4.98605325194812,0.8507320179995681,3.1622776601683795,0.6931471805599453,2.1972245773362196,8,12.279884812845784,21,3.7817476036247095,4691,3,0,0,1,0,2,1
80,29760.0,0,0,40.0,2,8.0,1.6094379124341003,4.23410650459726,2.0794415416798357,1.791759469228055,3.4209038206936118,1.1155245851841542,1.7320508075688772,0.6931471805599453,1.6094379124341003,8,8.286849882379807,12,2.785206630031982,4817,3,0,1,0,0,0,0
81,26304.0,0,0,56.0,3,2.0,0.6931471805599453,1.791759469228055,1.0986122886681096,0.0,1.7658223073046104,0.5882451831640778,1.0,0.0,1.0986122886681096,7,3.6727049941335306,4,1.4847750992331896,4519,3,1,0,0,0,0,0
82,23559.0,0,0,52.0,3,5.0,1.791759469228055,2.995732273553991,2.0794415416798357,0.0,3.826884322778837,1.0079085503151255,1.7320508075688772,0.0,1.3862943611198906,7,6.603226696655715,9,2.30274338986085,4509,2,1,0,0,0,0,0
83,38620.0,0,0,62.0,2,10.583005244258363,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,5.8723895174726595,0.5882451831640778,1.4142135623730951,1.791759469228055,1.3862943611198906,3,9.98809702086974,11,3.5873016714061485,4562,4,0,0,1,0,0,1
84,81361.0,0,0,38.0,1,12.767145334803704,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,5.614687759830611,0.5882451831640778,1.7320508075688772,2.3978952727983707,2.639057329615259,1,12.653386399604404,27,3.640784898880458,4272,3,0,0,0,0,0,2
85,29440.0,0,0,65.0,4,4.123105625617661,2.1972245773362196,2.70805020110221,2.3978952727983707,1.6094379124341003,1.5013172182894283,0.8507320179995681,1.0,0.0,1.6094379124341003,7,5.891933431381537,7,2.1848496260522903,4470,3,1,0,0,0,0,0
86,36138.0,0,0,55.0,4,11.40175425099138,0.0,2.833213344056216,0.0,0.0,1.9869675793853157,1.1951707873764992,1.7320508075688772,0.6931471805599453,1.6094379124341003,7,8.071977758654432,13,2.616158269279319,4496,4,1,0,0,0,1,0
87,50388.0,0,1,68.0,2,17.08800749063506,1.9459101490553132,3.6375861597263857,0.0,1.3862943611198906,4.379822542311247,1.1155245851841542,2.449489742783178,0.6931471805599453,1.9459101490553132,7,10.425236108303505,17,3.310107502804364,4180,3,0,1,0,0,3,1
88,79593.0,0,0,52.0,2,18.708286933869708,4.110873864173311,6.343880434126331,4.709530201312334,4.897839799950911,6.701214132770835,0.5882451831640778,2.23606797749979,1.9459101490553132,2.0794415416798357,2,14.560216978631676,19,4.691871817523308,4196,3,1,0,0,0,1,2
89,54178.0,0,0,58.0,3,11.61895003862225,2.302585092994046,3.6888794541139363,1.6094379124341003,0.0,2.3453515011487256,0.5882451831640778,1.4142135623730951,1.0986122886681096,1.791759469228055,2,8.68822629008119,10,3.136539489551836,4307,3,0,0,1,0,0,0
90,58036.927083333336,0,0,68.0,5,15.165750888103101,3.7612001156935624,5.262690188904886,3.912023005428146,3.6375861597263857,5.045279580465708,1.4642936869199839,2.6457513110645907,1.0986122886681096,2.1972245773362196,9,11.850719998623768,29,3.27948649051771,4735,5,1,0,0,0,0,1
91,51252.76518218624,0,0,68.0,3,2.6457513110645907,0.0,2.1972245773362196,1.0986122886681096,0.0,0.7211439965304158,0.5882451831640778,1.0,0.0,1.0986122886681096,7,3.857590651251288,4,1.5823278271807129,4181,3,0,1,0,0,0,0
92,52109.009803921566,0,0,52.0,2,21.095023109728988,3.6375861597263857,5.886104031450156,4.59511985013459,3.367295829986474,3.4961959764758483,0.5882451831640778,1.4142135623730951,1.6094379124341003,2.1972245773362196,1,13.429505893904901,15,4.56725649248041,4366,4,0,0,1,0,0,2
93,42394.0,0,0,53.0,2,3.872983346207417,1.0986122886681096,2.3978952727983707,0.0,0.6931471805599453,1.7658223073046104,0.5882451831640778,1.0,0.0,1.3862943611198906,7,4.830766226070665,5,1.928571776330323,4246,4,0,1,0,0,0,0
94,23626.0,0,0,55.0,3,5.196152422706632,1.0986122886681096,2.70805020110221,0.0,0.0,0.0,1.0079085503151255,1.7320508075688772,0.6931471805599453,1.3862943611198906,5,5.37660322554716,10,1.6523218330948857,4184,5,1,0,0,0,0,0
95,30096.0,0,0,42.0,3,2.23606797749979,1.3862943611198906,2.4849066497880004,2.5649493574615367,1.791759469228055,2.631507648133894,0.5882451831640778,1.4142135623730951,0.0,1.3862943611198906,6,5.463435380702079,6,2.103246370932309,4186,3,1,0,0,0,0,0
96,47916.0,0,0,65.0,2,22.47220505424423,0.0,3.295836866004329,0.0,0.0,5.593300619576598,1.1951707873764992,2.6457513110645907,1.6094379124341003,1.9459101490553132,6,11.86600963865362,22,3.580814540100628,4732,3,0,0,0,1,1,3
97,51813.0,0,0,53.0,3,7.14142842854285,1.0986122886681096,2.0794415416798357,0.0,0.6931471805599453,1.1700492300726517,0.8507320179995681,1.4142135623730951,0.0,1.3862943611198906,7,6.130235652111168,7,2.2996250931707696,4592,3,0,0,0,0,0,0
98,78497.0,0,0,74.0,2,14.38749456993816,3.295836866004329,6.104793232414985,4.330733340286331,0.0,7.47344322693677,0.5882451831640778,2.23606797749979,2.0794415416798357,2.5649493574615367,2,13.405565298594913,25,3.9874069346955343,4358,2,1,0,0,0,1,2
